org_profile_id,org_name
ORGPROF-1304479244,Sri Geetha Traders
ORGPROF-1304479243,Amrit Pharma - Delhi
ORGPROF-1304479241,Garg Traders - Patiala
ORGPROF-1304479238,MANJUNATH ENTERPRISES
ORGPROF-1304479239,SLN Traders - Bengaluru
ORGPROF-1304479236,Srikanth Marketing
ORGPROF-1304479237,Ssp Enterprise
ORGPROF-1304479234,Aditya Fresh Mart 
ORGPROF-1304479235,Lakshmi Vinayaka Enterprises
ORGPROF-1304479232,Ponni Food Products
ORGPROF-1304479233,STEPONE OFFICE STATIONERS
ORGPROF-1304479262,J24 - Family Mart
ORGPROF-1304479342,JAGDAMBA AGENCIES
ORGPROF-1304479263,Geeta Store
ORGPROF-1304479260,Sri RajaHamsa Enterprises
ORGPROF-1304479261,Neha Traders
ORGPROF-1304479258,Colgate Palmolive India Ltd - Trichy
ORGPROF-1304479259,Altius Associates
ORGPROF-1304479254,B.R.ENTERPRISES
ORGPROF-1304479255,GEO MARKETING
ORGPROF-1304479252,Laxmi Enterprises
ORGPROF-1304476535,J24 - Classic Department Stores
ORGPROF-1304479250,S Jyotheeswar 
ORGPROF-1304479253,Rajesh
ORGPROF-1304479251,AARUSH FOODS
ORGPROF-1304479248,SMP Enterprises
ORGPROF-1304479249,Balaji Sales Corporation - Gurgaon
ORGPROF-1304479278,Sri Champaka Enterprise
ORGPROF-1304479279,ITC Chocklets
ORGPROF-1304479276,MD Sons 
ORGPROF-1304479275,J24 - 5K BUG BASH
ORGPROF-1304479272,J24 - 10K BUG BASH
ORGPROF-1304479322,J24 - Fresh Mill & Grocer
ORGPROF-1304479273,Live Strong Enterprises - Guntur
ORGPROF-1304479271,Perfetti Van Melle India Pvt Ltd - Lucknow
ORGPROF-1304479268,Perfetti Van Melle India Pvt Ltd - Jaipur
ORGPROF-1304479269,Unibic Foods India Private Limited - Vijayawada
ORGPROF-1304479266,Unibic Foods India Private Limited - Pune
ORGPROF-1304479267,AKSHAYA AGENCIES
ORGPROF-1304479264,ASM Enterprises 
ORGPROF-1304479265,Best Super Market 
ORGPROF-1304479294,SUPRABHAT ROLLER FLOUR MILLS PVT LTD
ORGPROF-1304479295,TRISHUL INC
ORGPROF-1304479292,Liquidation Discard (Vijayawada)
ORGPROF-1304479293,Kuber Roller Flour Mills
ORGPROF-1304479290,Grace Marketing
ORGPROF-1304479288,Sri Manjunatha Distributors
ORGPROF-1304479289,S N Agencies Mysore
ORGPROF-1304479286,Sri Lakshmi Pattamadamma Enterprises
ORGPROF-1304479284,Vairamudi Enterprises
ORGPROF-1304476552,J24 - SP Mart
ORGPROF-1304479285,Sannidhi Enterprises 
ORGPROF-1304479282,Lakshmi Enterprises 
ORGPROF-1304479283,Sunshine Agencies - Bengaluru
ORGPROF-1304479280,Mittal Agencies - Bengaluru
ORGPROF-1304479281,SRI SATYA ASSOCIATES (AP_VIZ)
ORGPROF-1304479438,MultiChoice India Marketing - Bengaluru
ORGPROF-1304479439,Sree Srinivasa Agency - Chennai
ORGPROF-1304479436,Marico Limited - Gurgaon
ORGPROF-1304479437,Marico Limited - Ranchi
ORGPROF-1304479434,Marico Limited - Jaipur
ORGPROF-1304479435,Marico Limited - Pune
ORGPROF-1304479433,YLN Agencies - Hyderabad
ORGPROF-1304479430,Pragathi Enterprises 
ORGPROF-1304479428,OM RICE MILLS
ORGPROF-1304479429,Unibic Foods India Private Limited - Gurgaon
ORGPROF-1304479426,Unibic Foods India Private Limited - Lucknow
ORGPROF-1304479427,Unibic Foods India Private Limited - Chandigarh
ORGPROF-1304479424,Unibic Foods India Private Limited - Jaipur
ORGPROF-1304479425,Unibic Foods India Private Limited - Hyderabad
ORGPROF-1304479454,M/S KEDIA AGENCIES
ORGPROF-1304479452,SHREYASH RETAIL PVT LTD
ORGPROF-1304479453,Sri Skanda Enterprises 
ORGPROF-1304479450,Ms Enterprise 
ORGPROF-1304479451,Sri Vinayaka associates
ORGPROF-1304479448,K R Manufacturing - Vizag
ORGPROF-1304479449,Kanshigaa Sree Agencies - Coimbatore
ORGPROF-1304479446,Narendra Test 
ORGPROF-1304479447,Liquidation Discard (Vizag)
ORGPROF-1304479444,SRIVINAYAKA ENTERPRISE
ORGPROF-1304479445,Sree Vasavi Enterprises 
ORGPROF-1304479443,Sri Sai Enterprise
ORGPROF-1304479440,M/S G.R MARKETING
ORGPROF-1304479441,Essen Industries - Coimbatore
ORGPROF-1304479470,BHARTIYA LAGHU UDYOG
ORGPROF-1304479471,PRANATOSINI TRADE PRIVATE LIMITED
ORGPROF-1304479468,SHARVAAYA ENTERPRISES
ORGPROF-1304479469,Liquidation Discard (Hyderabad)
ORGPROF-1304479466,ADISHAKTHI ENTERPRISE 
ORGPROF-1304479467,SRI VENKATESWARA DISTRIBUTORS
ORGPROF-1304479464,S.N. ENTERPRISES 
ORGPROF-1304479465,Wipro Enterprises Private Limited - Pune
ORGPROF-1304479462,Amra Egg Store
ORGPROF-1304479463,Banu Enterprises
ORGPROF-1304479460,Amruth Agencies
ORGPROF-1304479456,Firuz Ahmed Test
ORGPROF-1304479458,Ranjith Test
ORGPROF-1304479459,Dhanashekar V Test
ORGPROF-1304479461,Govardhan Test
ORGPROF-1304479457,MAHAVEER ENTERPRISES (KA_BLR)
ORGPROF-1304479487,Vajra Marketinf
ORGPROF-1304479484,Shree Siddapriya Enntrprs
ORGPROF-1304479485,Aravind Test
ORGPROF-1304479482,R J ENTERPRISES
ORGPROF-1304479483,Tumkur Milk House
ORGPROF-1304479481,Mars International Private Limited - Hyderabad
ORGPROF-1304479479,Manjunatha Enterprises - Bengaluru
ORGPROF-1304479476,Raghu Marketing 
ORGPROF-1304479474,AK ENTERPRISES
ORGPROF-1304479472,MUSHIR SCRAP & TRADERS
ORGPROF-1304479475,Shree Shayam Agencies - Gurgaon
ORGPROF-1304479374,Sri Maruthi Agency 
ORGPROF-1304479375,V B Enterprises 
ORGPROF-1304479372,M/S MEERA MARKETING
ORGPROF-1304479373,Mina Enterprises - Hyderabad
ORGPROF-1304479370,Vaurn Sales CFA Division - Ambala
ORGPROF-1304479368,Ira Traders - Coimbatore
ORGPROF-1304479371,Padmaja Agencies 
ORGPROF-1304479369,M/S Shree Narayani Trading Company - Lucknow
ORGPROF-1304479366,Ashok Agency - Pune
ORGPROF-1304479367,Anand Trading Co - Zirakpur
ORGPROF-1304479364,Kodiya Enterprises Private Limited - Jaipur
ORGPROF-1304479365,M/S Shree Rani Sati Sales Private Limited - Ranchi
ORGPROF-1304479362,Sun Enterprises - Chennai
ORGPROF-1304479363,Mahalaxmi Target's (Maggi) 
ORGPROF-1304479361,Mars International Private Limited - Pune
ORGPROF-1304479390,Mars International Private Limited - Ranchi
ORGPROF-1304479391,Mars International Private Limited - Gurgaon
ORGPROF-1304479388,Mars International Private Limited - Lucknow
ORGPROF-1304479389,Mars International Private Limited - Chandigarh
ORGPROF-1304479386,Mars International Private Limited - Jaipur
ORGPROF-1304479387,Sri Manjunatha Enterprises
ORGPROF-1304479384,Mac Industries
ORGPROF-1304479383,TRS Enterprises
ORGPROF-1304479380,R.N. Distribution Hub - Pune
ORGPROF-1304478144,Global Consumer Products Private Limited - CBE
ORGPROF-1304478147,Global Consumer Products Private Limited - CHE
ORGPROF-1304479360,HINDUSTAN UNILEVER LIMITED - Chennai
ORGPROF-1304479378,HINDUSTAN UNILEVER LIMITED - Coimbatore
ORGPROF-1304479376,Mars International Private Limited - Coimbatore
ORGPROF-1304479379,Mars International Private Limited - Trichy
ORGPROF-1304479478,Mars International Private Limited - Chennai
ORGPROF-1304479406,Global Consumer Products Private Limited - Trichy
ORGPROF-1304479407,Marico Limited - Trichy
ORGPROF-1304479377,Global Consumer Products Private Limited - Chennai
ORGPROF-1304479432,Marico Limited - Chennai
ORGPROF-1304479404,Manoj Soap Agency - Jaipur
ORGPROF-1304479405,Gupta Traders - Delhi
ORGPROF-1304479402,Midas Venture - Hyderabad
ORGPROF-1304479403,Prasad Associates
ORGPROF-1304479400,Kushanth Test
ORGPROF-1304479401,CHANDIGARH ENTERPRISES
ORGPROF-1304479398,M/S Sanjeev Agency - Bareilly
ORGPROF-1304479396,JAIN TRADERS (TS_HYD)
ORGPROF-1304479399,JW Dharbhanga
ORGPROF-1304479397,AGNI ASSOCIATES (TN_CB)
ORGPROF-1304479394,HARI ENTERPRISES (TN_TR)
ORGPROF-1304479395,JAMES STEEV & ASSOCIATES (TN_CH)
ORGPROF-1304479392,Shree Sai Sales Corporation - Faridabad
ORGPROF-1304479393,Mikado Organics - Chandigarh
ORGPROF-1304479422,ganesh test
ORGPROF-1304479423,M/S S.R. Sales Corporation - Lucknow
ORGPROF-1304479420,Skywood dummy 
ORGPROF-1304479421,AYYAN DHALL MILL
ORGPROF-1304479418,DS Spiceco Private Limited - Hyderabad
ORGPROF-1304479419,DS Spiceco Private Limited - Lucknow
ORGPROF-1304479416,DS Spiceco Private Limited - Bengaluru
ORGPROF-1304479417,DS Spiceco Private Limited - Jaipur
ORGPROF-1304479414,DS Spiceco Private Limited - Ranchi
ORGPROF-1304479415,DS Spiceco Private Limited - Chandigarh
ORGPROF-1304479412,DS Spiceco Private Limited - Pune
ORGPROF-1304479413,PANCHATARANI RICE AND GENERAL (AP_VZ)
ORGPROF-1304479410,M R FOODS
ORGPROF-1304479411,SRI KASHIVISHWANATHASWAMY DISTRIBUTOR
ORGPROF-1304479408,SRI EKADANTHA MILK SUPPLIERS
ORGPROF-1304479409,Britannia Industries Ltd - Chandigarh
ORGPROF-1304480078,Britannia Industries Ltd - Lucknow
ORGPROF-1304480079,Balamurugan
ORGPROF-1304480074,SRI SAI BABA ENTERISES
ORGPROF-1304480075,KEEN WATER
ORGPROF-1304480072,SRI EKADANTHA MILK SUPPLIERS
ORGPROF-1304480073,K D Associates - Hubli
ORGPROF-1904473229,Alternate Jumbotail Marketplace
ORGPROF-1304480069,Nanjundeshwara Traders
ORGPROF-1304480066,Vijaya Srinivasa Fancy Stores - Vijayawada
ORGPROF-1304480067,P DURAISAMY MAHARAJHA RICE MILLS PRIVATE LIMITED
ORGPROF-1304480064,JAYANTHI AGRO INDUSTRIES
ORGPROF-1304480065,NALAM FOODS INDIA PRIVATE LIMITED
ORGPROF-1304480094,S.S.RICE INDUSTRYS
ORGPROF-1304480095,Cow Brand Agro Foods
ORGPROF-1304480092,Brio Bakehouse
ORGPROF-1304480093,SRI LAKSHMI SRINIVASA AGRO INDUSTRIES
ORGPROF-1304480090,United agencies
ORGPROF-1304480091,BANNARI AMMAN SUGARS LIMITED
ORGPROF-1304480088,Poornima Enter
ORGPROF-1304480089,TEJ PARKHI IRON STORE
ORGPROF-1304480086,Test Vendor
ORGPROF-1304480087,Reliance Retail Limited
ORGPROF-1304480084,Upleta Traders Sales Depot
ORGPROF-1304480085,SAMRUDDHI RICE PLUS
ORGPROF-1304480082,INDIAN TRADERS
ORGPROF-1304480083,SHAKTI TRADERS
ORGPROF-1304479730,J24 - Skywoods
ORGPROF-1304474918,J24 - Triple One Mart
ORGPROF-1304480080,AJS INDUSTRY
ORGPROF-1304480081,Krishna Spice 
ORGPROF-1304480110,M/S Maa Gayatri Enterprises - Lucknow
ORGPROF-1304480111,Raghvendra Distributor
ORGPROF-1304480108,M/S Chaurasia General Store - Ghazipur
ORGPROF-1304480109,HANITI INDIA PRIVATE LIMITED (BLR)
ORGPROF-1304480106,MARG Enterprises
ORGPROF-1304480107,FRESH RETAIL VENTURES LLP
ORGPROF-1304480104,SKANDA SALES PVT LTD
ORGPROF-1304480105,Intelligent Retail PVT LTD
ORGPROF-1304480102,M/S K.C.ENTERPRISES
ORGPROF-1304480103,Unibic Foods India Private Limited - Trichy
ORGPROF-1304477965,Unibic Foods India Pvt. Ltd. Coimbatore
ORGPROF-1304477967,Unibic Foods India Pvt. Ltd. Chennai
ORGPROF-1304480100,Mars International Private Limited - Hubballi
ORGPROF-1304480101,Sri Sai Distributors
ORGPROF-1304480098,Cee Yes Enterprises
ORGPROF-1304480099,SRI MATHA TRADERS
ORGPROF-1304480096,M/S Padam Sugar & Co
ORGPROF-1304480097,Naman Marketing
ORGPROF-1304480126,BHAGWATI LACTO VEGETARIAN EXPORTS PRIVATE LIMITED
ORGPROF-1304480127,ASTA LINGAM TIMES TRADING COMPANY
ORGPROF-1304480124,Govind Trading Company - Meerut
ORGPROF-1304476573,J24 - Ideal Mart Super Market
ORGPROF-1304477899,J24 - Ideal Super Market
ORGPROF-1304480125,PANCHAJANYA DISTRIBUTORS 
ORGPROF-1304480122,R.K.Enterprises
ORGPROF-1304480123,SHREE AGARWAL TRADING CO
ORGPROF-1304480118,S N J TRADE LINK PRIVATE LIMITED
ORGPROF-1304480121,S N J TRADE LINK PRIVATE LIMITED
ORGPROF-1304480119,KUMUD RICE & DAL MILL
ORGPROF-1304480116,D Mart
ORGPROF-1304480117,Max Distributors(UNIBIC) 
ORGPROF-1304480114,Sri Agency
ORGPROF-1304480115,ONE STEP TRADERS
ORGPROF-1304480112,JOGINDER PAL & CO.
ORGPROF-1304480113,Ananda  Enterprises (Cadbury)
ORGPROF-1304480014,Venkateshwara Agency(Medimix)
ORGPROF-1304480015,M/S Shyam Communication - Gorakhpur
ORGPROF-1304480012,Britannia Industries Ltd - Hyderabad
ORGPROF-1304480010,Britannia Industries Ltd - Pune
ORGPROF-1304480011,Britannia Industries Ltd - Ranchi
ORGPROF-1304480008,Britannia Industries Ltd - Jaipur
ORGPROF-1304480006,Britannia Industries Ltd - Trichy
ORGPROF-1304480009,Britannia Industries Ltd - Coimbatore
ORGPROF-1304480013,Britannia Industries Ltd - Chennai
ORGPROF-1304476861,Shreyanth NS Test
ORGPROF-1304480007,Britannia Industries Ltd - Hubballi
ORGPROF-1304480077,Britannia Industries Ltd - Vijayawada
ORGPROF-1304480004,SRI SRINIVASA TRADERS
ORGPROF-1304480005,Test Vendor Without Gst
ORGPROF-1304480002,Skanda Commercials
ORGPROF-1304480003,VIJAYLAKSHMI TRADING COMPANY
ORGPROF-1304478094,J24 - My Super Market
ORGPROF-1304479721,J24 - MY SUPERMARKET
ORGPROF-1304480000,J24 Medahalli
ORGPROF-1304480001,ARIHANT TRADERS
ORGPROF-1304480030,AAGAAM MARKETING PRIVATE LIMITED
ORGPROF-1304480031,Shree Balaji ENTERPRISE 
ORGPROF-1304480028,MANGLAM AGROTECH
ORGPROF-1304480029,Balaji Distributors 
ORGPROF-1304480026,SCS JAGGERY PLANT
ORGPROF-1304480027,Sri Raghavendra Enterprises
ORGPROF-1304480024,Naitikk Sales - Pune
ORGPROF-1304480025,Ess Ess Agrovet Traders - J&K
ORGPROF-1304480023,Bol Bam Traders - Delhi
ORGPROF-1304480021,SUDARSHAN TRADING CO
ORGPROF-1304480018,PARMAR OIL MILLS
ORGPROF-1304480019,R SHANTILAL & CO
ORGPROF-1304480016,M/S Poona Modern Trade - Pune
ORGPROF-1304480017,KALEESUWARI REFINERY PRIVATE LIMITED-(CBE)
ORGPROF-1304480046,GEM EDIBLE OILS PRIVATE LIMITED
ORGPROF-1304480047,Sri S A Enterprises
ORGPROF-1304480044,LAKSHMI GANAPATHI TRADERS
ORGPROF-1304480042,Liquidation Discard (Jharkhand)
ORGPROF-1304480043,Liquidation Discard (Uttar Pradesh)
ORGPROF-1304480040,Liquidation Discard (Pune)
ORGPROF-1304480041,LUNKAD VEGOILS
ORGPROF-1304480045,Dimple General Store
ORGPROF-1304480038,Vansh Enterprises - Lucknow
ORGPROF-1304480039,MG Enterprises (Maiyas)
ORGPROF-1304480036,SANDEEP ATTA MILL
ORGPROF-1304480034,Durga Enterprises  ( Godrej  Products)
ORGPROF-1304478000,COLGATE PALMOLIVE INDIA LTD - CBE
ORGPROF-1304478002,COLGATE PALMOLIVE INDIA LTD - Chennai
ORGPROF-1304479381,HINDUSTAN UNILEVER LIMITED - Trichy
ORGPROF-1304479480,Mars International Private Limited - Bengaluru
ORGPROF-1304480035,SANTHOSH CASHEWS
ORGPROF-1304480032,Testing
ORGPROF-1304480033,SOMISETTY ENTERPRISES
ORGPROF-1304480063,SAEL LIMITED
ORGPROF-1304480060,GRM FOODKRAFT PRIVATE LIMITED
ORGPROF-1304480061,SR AGRO TECH
ORGPROF-1304480059,Sree Shreyas Stores
ORGPROF-1304480056,DATAR MARKETING (PARACHUTE & SAFFOLA)
ORGPROF-1304480057,Sree Mahadeshwara Enterprises-NL(EXO)
ORGPROF-1304480054,Sham Chand & Grandsons
ORGPROF-1304480055,Hari Enterprises - UT
ORGPROF-1304480053,Ms Enterprises
ORGPROF-1304480050,Manjunatha Enterprises (MTR)
ORGPROF-1304480051,Pushya Enterprises (KA_HBL)
ORGPROF-1304480048,Sri Balaji Enterprises
ORGPROF-1304480049,Himalaya Sales Corporation
ORGPROF-1304480207,Sai Kripa Marketing - Jaipur
ORGPROF-1304480204,NATIONAL PLASTIC EMPORIUM
ORGPROF-1304480205,Sharma & Co. - Jaipur
ORGPROF-1304479742,Jumbotail Retail Services Private Limited
ORGPROF-1304480202,AYUSH ENTERPRISES
ORGPROF-1304480203,MEHAK ENTERPRISES
ORGPROF-1304480201,Sunrice Marketing
ORGPROF-1304480199,Hanuman Stores - Vizag
ORGPROF-1304480196,Mahavir Marketing
ORGPROF-1304480197,The Central Marketing Solutions - Bengaluru
ORGPROF-1304480195,Ganesh Maruthi Enterprises
ORGPROF-1304480192,Sri Byraveshwara Enterprises 
ORGPROF-1304480193,A N ENTERPRISES 
ORGPROF-1304480222,Sri Annapoorneshwari Enterprises ( Sri Bhagyalakshmi Products)
ORGPROF-1304480223,Shree Balaji Enterprises 
ORGPROF-1304480220,HJ Enterprise 
ORGPROF-1304480221,BMR Distributer 
ORGPROF-1304480218,Saphire Enterprises (ITC PRODUCTS)
ORGPROF-1304480219,M/S DAMODAR AGRO PRODUCT
ORGPROF-1304480216,INFINITY ENTERPRISE
ORGPROF-1304480217,Balakrishna  Test 
ORGPROF-1304480215,Liquidation Discard (Chandigarh)
ORGPROF-1304480212,Sandeep F&v
ORGPROF-1304480210,Sri Siddi Vinayaka Enterprises
ORGPROF-1304480211,Ramsun's
ORGPROF-1304480208,AYUSHMAN JAGGERY
ORGPROF-1304480209,GangaLakshmi Enterprises
ORGPROF-1304480238,MITTAL TRADERS
ORGPROF-1304480236,Bhagwati Food Products
ORGPROF-1304480239,Sri Nanjudeshwara Agencies(TATA Products)
ORGPROF-1304480237,Vijay Kumar Rakesh Kumar - Chandigarh
ORGPROF-1304480234,K M ENTERPRISE 
ORGPROF-1304480235,RR ENTERPRISES
ORGPROF-1304480232,JOHNSON AND JOHNSON PRIVATE LIMITED - LUCKNOW
ORGPROF-1304480200,Meera Marketing
ORGPROF-1304480233,Balakrishna  Pai Test 
ORGPROF-1304480230,Nandi Agencies
ORGPROF-1304480231,MITTAL AGENCIES
ORGPROF-1304480228,SHALU TRADERS (HR_GR)
ORGPROF-1304480229,M/s Srinivasa Agro Products
ORGPROF-1304480226,J24 - 8k Bug Bash
ORGPROF-1304480227,Amaravathi Enterprises - Vijayawada
ORGPROF-1304480224,LAKSHMI  ENTERPRISES (DABUR)
ORGPROF-1304480225,J24 - Charan Provision Store
ORGPROF-1304480254,J24 - Pandurangas store
ORGPROF-1304480255,J C Enterprises (Parle-G& Amul
ORGPROF-1304480252,Sri Lakshmi  Enterprises (SWASTIKS  PICKLE)
ORGPROF-1304480253,S.L.N Marketing (Britannia GOOD DAY)
ORGPROF-1304480250,Lakshmi Enterprises 
ORGPROF-1304480251,More
ORGPROF-1304480248,Sri Chaithanya Enterprises (KPL)
ORGPROF-1304480249,AR Enterprises - Chennai
ORGPROF-1304480246,ZEA Maize PVT LTD
ORGPROF-1304480247,Sri Ram Ent
ORGPROF-1304480244,Eshwari Traders
ORGPROF-1304480245,Dummy
ORGPROF-1304480242,Taparia Super Mart - Gurgaon
ORGPROF-1304480243,Sri Balaji Syndicates - Trichy
ORGPROF-1304480240,SRI SIDDI VINAYAKA ENTERPRISES
ORGPROF-1304480241,M/S Prabhat Narain General Merchant - Budaun
ORGPROF-1304480142,KANHA FOODS
ORGPROF-1304480143,Sri SAI Trader(Sparsh Masala)
ORGPROF-1304480140,Sowbhagya Enterprises
ORGPROF-1304480141,Shiva Test
ORGPROF-1304480138,Sherin Test 
ORGPROF-1304480139,Revathy Commercials
ORGPROF-1304480136,ORCHID ENTERPRISES
ORGPROF-1304480137,ASN FLOUR AND EDIBLE PROCESSING PRIVATE
ORGPROF-1304480134,Jeevaka Enterprises
ORGPROF-1304480135,Shree Lakshmi Agencies - Bengaluru
ORGPROF-1304480132,G N MARKETING 
ORGPROF-1304480133,SRI AMBIKA RICE MILL
ORGPROF-1304480130,BVR AGRO FOODS
ORGPROF-1304480131,B M R DISTRIBUTORS 
ORGPROF-1304480128,YAKSHA MARKETING
ORGPROF-1304480158,Grocery Farm
ORGPROF-1304480159,BANDEWAR PULSES
ORGPROF-1304480156,Naveen Enterprises
ORGPROF-1304480157,Shiva Shakthi Enterprises
ORGPROF-1304480154,Catalog
ORGPROF-1304480155,Sidhbali Traders - Bijnor
ORGPROF-1304480152,WINGSPREAD INTERNATIONAL PRIVATE LIMITED
ORGPROF-1304480153,Sri RAJESHWARI DISTRIBUTORS (ACT & SUNDROP)
ORGPROF-1304480150,sln enterprises
ORGPROF-1304480151,Bis Enterptises
ORGPROF-1304480149,ADINATH AGENCIES
ORGPROF-1304480146,Sri Mahadeswara Enterprises
ORGPROF-1304480147,Shree Gupta Agencies - Vijayawada
ORGPROF-1304480144,Pramod Traders - Hubli
ORGPROF-1304480145,VENKATASAI AGRO INDUSTRIES
ORGPROF-1304480174,Balaji Ganesh Enterprises
ORGPROF-1304480175,Sri Siddheshwara Distributors
ORGPROF-1304480172,K N ENTREPRENEURS
ORGPROF-1304480170,Swapna Test
ORGPROF-1304480173,SANTHOSH TEST
ORGPROF-1304480171,TRS Enterprises
ORGPROF-1304480168,Metro Cash & Carry India Private Limited - Vijayawada
ORGPROF-1304480169,M D Enterprises
ORGPROF-1304480166,Sri Nidhi Enterprise
ORGPROF-1304480164,HARI OM TRADERS (UP_LK)
ORGPROF-1304480165,Sri Sai Enterprises - Hyderabad
ORGPROF-1304480162,Manjunatha Agencies
ORGPROF-1304480163,Mahavir Sales Corporation - Pune
ORGPROF-1304480160,S G Marketing
ORGPROF-1304480161,SP GUPTA TRADERS (TS_HY)
ORGPROF-1304480190,CYCLE BRAND FLOUR MILLS
ORGPROF-1304480191,VATAN FOODS
ORGPROF-1304480188,Indira Food Private Limited
ORGPROF-1304480186,KABRA INDUSTRIES
ORGPROF-1304480187,big Basket
ORGPROF-1304480184,Megana Tailorings & Retail Shop
ORGPROF-1304480185,Jarurat General stores
ORGPROF-1304480182,SRI GURU CHARANA TRADERS
ORGPROF-1304480183,SAI RAM ENTERPRISES
ORGPROF-1304480180,Balaji Marketing 
ORGPROF-1304480178,VELAN TRADERS
ORGPROF-1304480181,M/S Shree Balajee Bhandar - Dhanbad
ORGPROF-1304480179,Dilawar Sales
ORGPROF-1304480176,TRINITY TRADERS
ORGPROF-1304480177,SRD Enterprise 
ORGPROF-1304479822,SHANKAR DASS NIADAR MAL
ORGPROF-1304479823,DEVI DYAL DUNI CHAND
ORGPROF-1304479820,SRI GAVISIDDESHWARA AGRO FOODS
ORGPROF-1304479821,Agarwal Traders - Sonbhadra
ORGPROF-1304479818,Muruli Test
ORGPROF-1304479819,Joyo Plastics - Daman
ORGPROF-1304479816,Joyo Plastics - Vapi
ORGPROF-1304479817,BIDYA 2ND SALE PRIVATE LIMITED
ORGPROF-1304479815,Krishna Associate - Vijayawada
ORGPROF-1304479813,Podaran Snacks - Coimbatore
ORGPROF-1304479810,YOGESH TRADING CO
ORGPROF-1304479811,KISHORI LAL PAWAN KUMAR
ORGPROF-1304479808,SHAM SUNDER JOG RAJ
ORGPROF-1304479809,M/S VITTLE FOODS
ORGPROF-1304479839,TATA CONSUMER PRODUCTS LIMITED - Jaipur
ORGPROF-1304479836,TATA CONSUMER PRODUCTS LIMITED- Hyderabad
ORGPROF-1304479837,TATA CONSUMER PRODUCTS LIMITED - Hubballi
ORGPROF-1304479834,Creamy World Ice Cream - Lucknow
ORGPROF-1304479835,TATA CONSUMER PRODUCTS LIMITED - Coimbatore
ORGPROF-1304479838,TATA CONSUMER PRODUCTS LIMITED - Chennai
ORGPROF-1304479832,V-Surge Retail Private Limited - Delhi
ORGPROF-1304479833,SUNLIGHT FOODS
ORGPROF-1304479830,YASH PAL & CO
ORGPROF-1304479831,GARG AGENCIES
ORGPROF-1304479828,BRIGHT SUN IMPEX
ORGPROF-1304479829,WALIA TRADERS
ORGPROF-1304479826,PUNU RAM AND SONS
ORGPROF-1304479827,JAGANNADH TRADINGCOMPANY
ORGPROF-1304479824,VAISHNAVI FOOD PRODUCTS PRIVATE LIMITED
ORGPROF-1304477726,TATA CONSUMER PRODUCTS LIMITED - Gurgaon
ORGPROF-1304479825,Rashmi  Test
ORGPROF-1304479854,SUMIT STORE
ORGPROF-1304479855,Vikas Trading Company
ORGPROF-1304479852,S M ENTERPRISES
ORGPROF-1304479853,Blue Bell Enterprises
ORGPROF-1304479851,Dabur India Limited - Jaipur
ORGPROF-1304479848,Vishal Enterprises
ORGPROF-1304479849,Vinay Enterprises
ORGPROF-1304479846,About Enterprises Private Limited
ORGPROF-1304479844,SRI LAKSHMI VENTURES
ORGPROF-1304479845,SRI lAKSHMI VENTURES
ORGPROF-1304479842,K M AGENCIES 
ORGPROF-1304479841,S L n Agencies (SAKTHI Masala)
ORGPROF-1304479870,"NTR Marketing (Top Ramen,Ocean, Radler)"
ORGPROF-1304479868,SRI THAYAR AGENCIES
ORGPROF-1304479869,bahubali distributors
ORGPROF-1304479866,Sri Manjunatha Agencies
ORGPROF-1304479867,Jayshree Traders
ORGPROF-1304479864,MATHRU AGENCIES 
ORGPROF-1304479865,MITTAL TRADING CO.
ORGPROF-1304479862,Sri Siddarameshwara Enterprise
ORGPROF-1304479863,BASMATHI & CO
ORGPROF-1304479860,SUKAN MODERN RICE MILL
ORGPROF-1304479861,Utkarsh Trading Company - Jaipur
ORGPROF-1304479858,M/S G.K.INDUSTRIES
ORGPROF-1304479859,MH TRADRES (HR_GN)
ORGPROF-1304479856,ninjacrat
ORGPROF-1304479857,M/S GRK Enterprises - Hyderabad
ORGPROF-1304479758,ELIXIR BIO GENICS PVT LIMITED (TN_CH)
ORGPROF-1304479756,RAAJ DISTRIBUTOR
ORGPROF-1304479759,SRINIVASA AGENCIES (TS_HY)
ORGPROF-1304479757,M/S MODERN TRADE SOLUTIONS (MH_PUNE)
ORGPROF-1304479754,M/S N B ENTERPRISES (JH_RN)
ORGPROF-1304479755,SRI RAVI KIRAN ENTERPRISES (AP_VJ)
ORGPROF-1304479752,MILLENNIUM TRADING CO (HR_GN)
ORGPROF-1304479753,GHIYA AGENCIES (RJ_JP)
ORGPROF-1304479750,Satvikk Speciality Food Pvt Ltd
ORGPROF-1304479751,SRI LALITHA ENTERPRISES INDUSTRIES PRIVATE LIMITED
ORGPROF-1304479748,Sil Food India Private Limited - Pune
ORGPROF-1304479749,B2C Vending Solutions - Chennai
ORGPROF-1304479746,UNIQUE STORES
ORGPROF-1304479747,Hydro Elec Power Corporation Sector -33 Faridabad
ORGPROF-1304479744,Sri Male Mahadeshwara Enterprises 
ORGPROF-1304479745,Durja Marketing Agencies
ORGPROF-1304479775,Raghu Marketing
ORGPROF-1304479772,Slv Traders
ORGPROF-1304479773,S M RICE PLUS
ORGPROF-1304479770,MAGNET DISTRIBUTORS
ORGPROF-1304479771,Alpin Aqua
ORGPROF-1304479768,SONALI TRADERS
ORGPROF-1304479769,MKR TRADERS
ORGPROF-1304479766,Sri Rama Associates - Hyderabad
